aha,anagram_id,estimate,rt,subject_id,tpe
5.0,61,1.47,0.1822,38.0,1.2878
0.0,17,0.0,0.033133333333333334,38.0,-0.033133333333333334
0.0,86,0.0,0.052533333333333335,38.0,-0.052533333333333335
2.0,47,0.44999999999999996,0.11646666666666668,38.0,0.3335333333333333
6.0,36,0.0,0.09045,39.0,-0.09045
6.0,16,0.0,0.06041666666666667,39.0,-0.06041666666666667
6.0,80,0.9599999999999999,0.10278333333333332,39.0,0.8572166666666665
6.0,47,1.98,0.13743333333333335,40.0,1.8425666666666667
5.0,10,0.4799999999999999,0.0957,40.0,0.3842999999999999
6.0,26,0.42,0.035050000000000005,40.0,0.38494999999999996
6.0,68,0.9599999999999999,0.14166666666666666,40.0,0.8183333333333332
5.0,61,2.04,0.7463833333333334,41.0,1.2936166666666666
1.0,14,0.0,0.0941,41.0,-0.0941
3.0,38,0.9599999999999999,0.45233333333333337,41.0,0.5076666666666666
4.0,56,0.9299999999999999,0.431,41.0,0.49899999999999994
1.0,88,0.18,0.17465000000000003,41.0,0.005349999999999966
4.0,62,3.0,0.6107666666666667,42.0,2.389233333333333
6.0,11,0.11999999999999998,0.08626666666666667,42.0,0.03373333333333332
5.0,99,0.3,0.2627833333333333,42.0,0.037216666666666676
6.0,30,0.99,0.3122666666666667,42.0,0.6777333333333334
5.0,49,0.99,0.48211666666666664,42.0,0.5078833333333334
5.0,69,0.42,0.068,43.0,0.352
4.0,48,0.51,0.09885000000000001,43.0,0.41115
1.0,94,0.99,0.30641666666666667,43.0,0.6835833333333333
1.0,33,1.02,0.10548333333333333,43.0,0.9145166666666668
6.0,13,0.21,0.05591666666666666,43.0,0.15408333333333332
0.0,13,0.05999999999999999,0.02988333333333333,44.0,0.030116666666666663
0.0,89,0.0,0.03868333333333333,44.0,-0.03868333333333333
5.0,40,0.39,0.3486666666666667,44.0,0.04133333333333334
0.0,29,0.0,0.027016666666666668,44.0,-0.027016666666666668
2.0,72,0.51,0.13618333333333332,44.0,0.3738166666666667
6.0,4,0.15,0.05441666666666667,45.0,0.09558333333333333
0.0,58,0.4799999999999999,0.37878333333333336,45.0,0.10121666666666661
6.0,31,0.18,0.06898333333333334,45.0,0.11101666666666664
4.0,91,0.39,0.0914,45.0,0.2986000000000001
5.0,63,0.4799999999999999,0.3179166666666667,45.0,0.1620833333333333
4.0,50,2.4899999999999998,0.24886666666666668,46.0,2.241133333333333
5.0,6,0.42,0.0651,46.0,0.3549
6.0,77,2.01,0.42343333333333333,46.0,1.5865666666666665
6.0,29,0.9299999999999999,0.10758333333333334,46.0,0.8224166666666667
5.0,46,2.4899999999999998,0.19636666666666666,47.0,2.2936333333333327
0.0,0,0.0,0.12411666666666667,47.0,-0.12411666666666667
1.0,20,0.0,0.12433333333333334,47.0,-0.12433333333333334
4.0,71,0.0,0.10769999999999999,47.0,-0.10769999999999999
6.0,97,2.4899999999999998,0.3343666666666667,47.0,2.155633333333333
2.0,25,0.18,0.11826666666666667,48.0,0.061733333333333314
1.0,12,0.09,0.10808333333333334,48.0,-0.018083333333333347
3.0,64,2.07,0.5243166666666667,49.0,1.545683333333333
6.0,22,2.04,0.7703000000000001,49.0,1.2697
3.0,18,2.1600000000000006,0.26761666666666667,49.0,1.8923833333333338
4.0,43,2.04,0.22390000000000002,49.0,1.8161
6.0,86,2.4299999999999997,0.26780000000000004,50.0,2.1621999999999995
6.0,30,0.39,0.07801666666666666,50.0,0.31198333333333333
6.0,72,0.99,0.4738666666666667,50.0,0.5161333333333332
6.0,9,0.21,0.042466666666666666,50.0,0.16753333333333334
6.0,53,0.39,0.2695666666666667,50.0,0.12043333333333338
4.0,17,0.18,0.10781666666666667,51.0,0.07218333333333331
4.0,47,0.9599999999999999,0.1305,51.0,0.8294999999999999
4.0,39,0.78,0.09786666666666667,51.0,0.6821333333333334
3.0,86,2.13,0.20978333333333332,51.0,1.9202166666666665
1.0,65,2.01,0.8683333333333334,52.0,1.1416666666666666
0.0,19,0.0,0.09348333333333333,52.0,-0.09348333333333333
2.0,42,0.9599999999999999,0.49135,52.0,0.4686499999999999
0.0,37,0.0,0.06396666666666667,52.0,-0.06396666666666667
0.0,25,0.0,0.05316666666666667,53.0,-0.05316666666666667
0.0,10,0.0,0.052950000000000004,53.0,-0.052950000000000004
1.0,47,0.5400000000000001,0.08441666666666667,53.0,0.4555833333333334
6.0,36,0.0,0.04156666666666667,54.0,-0.04156666666666667
6.0,83,0.0,0.06325,54.0,-0.06325
6.0,41,0.0,0.035699999999999996,54.0,-0.035699999999999996
2.0,75,0.69,0.29893333333333333,54.0,0.3910666666666666
4.0,11,0.0,0.037950000000000005,54.0,-0.037950000000000005
6.0,27,0.11999999999999998,0.07596666666666667,55.0,0.04403333333333333
5.0,66,0.15,0.08695000000000001,55.0,0.06305
0.0,51,0.69,0.11971666666666667,55.0,0.5702833333333334
0.0,92,0.87,0.8815166666666666,55.0,-0.01151666666666659
6.0,7,0.029999999999999995,0.09145,55.0,-0.061450000000000005
2.0,84,0.4799999999999999,0.13906666666666664,56.0,0.34093333333333325
0.0,35,0.0,0.05511666666666667,56.0,-0.05511666666666667
0.0,42,0.0,0.054733333333333335,56.0,-0.054733333333333335
0.0,13,0.0,0.07081666666666667,56.0,-0.07081666666666667
0.0,68,0.0,0.052450000000000004,56.0,-0.052450000000000004
6.0,78,1.98,0.37496666666666667,57.0,1.6050333333333333
6.0,42,1.95,0.22085,57.0,1.72915
0.0,34,0.8999999999999999,1.60435,57.0,-0.70435
5.0,85,1.95,0.5614833333333333,57.0,1.3885166666666668
6.0,13,1.02,0.19810000000000003,57.0,0.8219
3.0,81,0.9599999999999999,0.4674833333333333,58.0,0.4925166666666666
1.0,27,0.23999999999999996,0.09251666666666666,58.0,0.1474833333333333
5.0,71,1.1099999999999999,0.6124666666666666,58.0,0.49753333333333327
4.0,5,0.44999999999999996,0.09141666666666667,58.0,0.3585833333333333
5.0,82,2.4,0.7633166666666666,59.0,1.6366833333333333
6.0,17,0.0,0.05018333333333334,59.0,-0.05018333333333334
2.0,71,0.39,0.47918333333333335,59.0,-0.08918333333333332
1.0,41,0.69,0.07661666666666668,59.0,0.6133833333333333
2.0,23,0.21,0.06876666666666667,59.0,0.14123333333333335
6.0,66,0.44999999999999996,0.0685,60.0,0.38149999999999995
4.0,94,1.5,0.15335000000000001,60.0,1.3466500000000001
5.0,1,0.09,0.039183333333333334,60.0,0.050816666666666656
4.0,24,0.3,0.047983333333333336,60.0,0.25201666666666667
5.0,54,0.6599999999999999,0.10558333333333333,60.0,0.5544166666666666
0.0,4,0.0,0.12013333333333334,61.0,-0.12013333333333334
0.0,60,0.0,0.09271666666666666,61.0,-0.09271666666666666
6.0,96,2.01,0.5998,61.0,1.4102
0.0,32,0.0,0.07451666666666666,61.0,-0.07451666666666666
4.0,54,1.98,0.8265833333333333,61.0,1.1534166666666665
3.0,0,0.15,0.07345,62.0,0.07654999999999999
4.0,92,1.26,0.2073,62.0,1.0527
3.0,62,0.18,0.11276666666666667,62.0,0.06723333333333331
4.0,39,0.11999999999999998,0.0953,62.0,0.02469999999999999
3.0,51,0.11999999999999998,0.08516666666666667,62.0,0.03483333333333331
6.0,57,2.4299999999999997,0.14593333333333333,63.0,2.2840666666666665
6.0,74,2.94,0.16918333333333332,63.0,2.7708166666666667
5.0,7,2.13,0.17501666666666665,63.0,1.9549833333333333
5.0,30,2.1,0.22908333333333336,63.0,1.8709166666666666
6.0,81,0.11999999999999998,0.186,63.0,-0.06600000000000002
3.0,45,2.04,0.48841666666666667,64.0,1.5515833333333333
6.0,15,0.4799999999999999,0.03861666666666667,64.0,0.4413833333333333
6.0,81,3.0,0.17283333333333334,64.0,2.8271666666666664
5.0,27,0.4799999999999999,0.0416,64.0,0.43839999999999996
6.0,78,3.0,0.19403333333333334,64.0,2.805966666666667
5.0,34,0.5400000000000001,1.0079333333333333,65.0,-0.4679333333333332
3.0,17,0.44999999999999996,0.11233333333333334,65.0,0.3376666666666666
3.0,74,0.51,0.15138333333333334,65.0,0.3586166666666667
4.0,89,0.4799999999999999,0.10235,65.0,0.37765
3.0,45,0.9599999999999999,0.7460666666666668,65.0,0.2139333333333332
4.0,76,1.98,0.28276666666666667,66.0,1.6972333333333334
3.0,94,3.0,1.3708833333333332,66.0,1.6291166666666668
0.0,9,0.44999999999999996,0.05871666666666667,66.0,0.39128333333333326
5.0,25,1.44,0.08785,66.0,1.3521499999999997
0.0,58,2.01,2.6326833333333335,66.0,-0.6226833333333336
4.0,98,2.9699999999999998,0.24251666666666666,67.0,2.7274833333333333
2.0,64,0.9599999999999999,0.26583333333333337,67.0,0.6941666666666665
4.0,6,0.51,0.12411666666666667,67.0,0.38588333333333336
4.0,31,0.44999999999999996,0.14716666666666667,67.0,0.30283333333333323
1.0,57,0.39,0.13071666666666668,67.0,0.25928333333333337
5.0,22,0.4799999999999999,0.13326666666666667,68.0,0.3467333333333332
5.0,90,0.42,0.1071,68.0,0.3129
5.0,74,0.05999999999999999,0.09511666666666667,68.0,-0.03511666666666667
4.0,8,0.0,0.05343333333333333,68.0,-0.05343333333333333
6.0,48,0.51,0.8178333333333333,68.0,-0.3078333333333333
4.0,46,3.0,0.5485500000000001,69.0,2.45145
2.0,82,3.0,0.13710000000000003,69.0,2.8629000000000002
1.0,16,0.9299999999999999,0.06963333333333334,69.0,0.8603666666666666
0.0,28,0.9599999999999999,0.06565,69.0,0.8943499999999999
2.0,73,2.4899999999999998,0.31925000000000003,69.0,2.1707499999999995
6.0,97,2.04,0.20021666666666665,70.0,1.8397833333333333
2.0,29,0.09,0.09291666666666668,70.0,-0.0029166666666666785
2.0,6,0.029999999999999995,0.08463333333333334,70.0,-0.05463333333333334
5.0,81,0.15,0.13691666666666666,71.0,0.013083333333333336
4.0,3,0.09,0.05436666666666667,71.0,0.03563333333333332
4.0,73,0.09,0.06703333333333333,71.0,0.022966666666666653
4.0,33,0.029999999999999995,0.052366666666666666,71.0,-0.022366666666666667
4.0,57,0.05999999999999999,0.06383333333333334,71.0,-0.0038333333333333405
5.0,21,0.9599999999999999,0.2071,72.0,0.7528999999999999
4.0,99,1.47,0.3425,72.0,1.1275000000000002
5.0,7,0.4799999999999999,0.06108333333333334,72.0,0.41891666666666666
6.0,67,0.9599999999999999,0.17828333333333335,72.0,0.7817166666666665
2.0,56,0.44999999999999996,0.24468333333333334,72.0,0.2053166666666666
6.0,37,0.44999999999999996,0.09390000000000001,73.0,0.3560999999999999
4.0,81,0.9599999999999999,0.7316,73.0,0.22839999999999988
5.0,76,0.9299999999999999,0.4229833333333334,73.0,0.5070166666666666
6.0,57,0.9299999999999999,0.10516666666666667,73.0,0.8248333333333332
6.0,0,0.39,0.0553,73.0,0.3347
2.0,4,2.07,0.22971666666666665,74.0,1.840283333333333
1.0,32,2.25,0.12210000000000001,74.0,2.1279
3.0,74,0.029999999999999995,0.08183333333333334,75.0,-0.051833333333333335
3.0,96,0.23999999999999996,0.0869,75.0,0.15309999999999996
0.0,0,0.0,0.061766666666666664,75.0,-0.061766666666666664
3.0,53,0.029999999999999995,0.08151666666666667,75.0,-0.05151666666666667
1.0,24,0.029999999999999995,0.07036666666666667,75.0,-0.040366666666666676
1.0,75,2.04,0.3721833333333333,76.0,1.6678166666666667
1.0,83,0.9299999999999999,0.2888833333333334,76.0,0.6411166666666667
0.0,11,0.0,0.07133333333333333,76.0,-0.07133333333333333
1.0,36,0.0,0.12098333333333335,76.0,-0.12098333333333335
0.0,41,0.4799999999999999,0.1350666666666667,76.0,0.3449333333333333
6.0,68,0.0,0.13825,77.0,-0.13825
4.0,51,0.42,0.11755,77.0,0.30245
4.0,86,0.21,0.11451666666666667,77.0,0.09548333333333332
6.0,37,0.0,0.054400000000000004,77.0,-0.054400000000000004
6.0,19,0.0,0.03526666666666667,77.0,-0.03526666666666667
6.0,54,3.0,0.6042000000000001,78.0,2.3958
6.0,26,2.52,0.11585000000000001,78.0,2.40415
6.0,75,3.0,0.2810166666666667,78.0,2.7189833333333335
6.0,2,0.4799999999999999,0.06491666666666666,78.0,0.4150833333333333
6.0,96,3.0,0.8429333333333333,78.0,2.1570666666666667
3.0,58,2.4299999999999997,0.081,79.0,2.3489999999999993
3.0,84,0.99,0.06068333333333333,79.0,0.9293166666666667
5.0,69,0.57,0.05511666666666667,79.0,0.5148833333333332
1.0,80,0.0,0.0724,80.0,-0.0724
6.0,44,0.0,0.03155,80.0,-0.03155
0.0,15,0.0,0.03348333333333333,80.0,-0.03348333333333333
0.0,33,0.0,0.029066666666666668,80.0,-0.029066666666666668
5.0,69,0.0,0.040100000000000004,80.0,-0.040100000000000004
2.0,47,0.0,0.07024999999999999,81.0,-0.07024999999999999
6.0,93,0.9599999999999999,0.7109166666666666,81.0,0.2490833333333332
0.0,26,0.0,0.03373333333333333,81.0,-0.03373333333333333
0.0,10,0.0,0.03478333333333334,81.0,-0.03478333333333334
0.0,68,0.0,0.10064999999999999,81.0,-0.10064999999999999
2.0,22,0.029999999999999995,0.07250000000000001,82.0,-0.04250000000000001
2.0,92,0.99,0.2558333333333333,82.0,0.7341666666666666
1.0,18,0.0,0.048383333333333334,82.0,-0.048383333333333334
1.0,43,0.44999999999999996,0.1579,82.0,0.2920999999999999
1.0,64,0.51,0.188,82.0,0.322
6.0,95,2.01,1.2718666666666667,83.0,0.7381333333333333
2.0,27,0.44999999999999996,0.08553333333333332,83.0,0.3644666666666666
4.0,59,0.9299999999999999,0.10055,83.0,0.8294499999999999
1.0,2,0.4799999999999999,0.08063333333333333,83.0,0.3993666666666666
3.0,60,0.51,0.10036666666666667,83.0,0.4096333333333334
2.0,68,0.21,0.05533333333333334,84.0,0.15466666666666665
5.0,50,0.99,0.22615000000000002,84.0,0.7638499999999999
4.0,94,1.47,0.09105,84.0,1.3789500000000001
1.0,4,0.21,0.057466666666666666,84.0,0.15253333333333333
3.0,35,0.51,0.09971666666666668,84.0,0.41028333333333333
0.0,53,0.36,0.05411666666666667,85.0,0.3058833333333333
6.0,82,1.05,0.23561666666666667,85.0,0.8143833333333333
0.0,78,0.15,0.0586,85.0,0.0914
0.0,1,0.029999999999999995,0.04811666666666667,85.0,-0.01811666666666667
0.0,34,0.21,0.12471666666666667,86.0,0.08528333333333332
0.0,84,0.18,0.08933333333333333,86.0,0.09066666666666665
0.0,3,0.09,0.04736666666666667,86.0,0.04263333333333332
0.0,52,0.23999999999999996,0.08253333333333333,86.0,0.15746666666666664
4.0,79,0.99,0.13561666666666666,86.0,0.8543833333333333
5.0,33,0.05999999999999999,0.046849999999999996,87.0,0.013149999999999995
4.0,85,0.05999999999999999,0.0631,87.0,-0.0031000000000000064
2.0,14,0.0,0.05301666666666667,87.0,-0.05301666666666667
6.0,42,0.05999999999999999,0.06018333333333334,87.0,-0.00018333333333334274
6.0,80,2.61,0.5291333333333333,88.0,2.0808666666666666
6.0,32,0.99,0.3626,88.0,0.6274
6.0,64,0.42,0.15981666666666666,88.0,0.2601833333333333
6.0,12,0.9599999999999999,0.09191666666666666,88.0,0.8680833333333332
5.0,53,1.98,0.5950000000000001,89.0,1.385
2.0,72,1.98,0.9148833333333334,89.0,1.0651166666666667
3.0,9,0.9599999999999999,0.08873333333333333,89.0,0.8712666666666666
3.0,86,0.99,0.3610166666666667,89.0,0.6289833333333333
4.0,30,0.9299999999999999,0.2534166666666667,89.0,0.6765833333333333
3.0,96,2.55,0.20823333333333333,90.0,2.3417666666666666
3.0,26,0.9299999999999999,0.07771666666666667,90.0,0.8522833333333334
4.0,9,1.95,0.06871666666666668,90.0,1.8812833333333332
6.0,85,0.9599999999999999,0.09196666666666667,91.0,0.8680333333333332
6.0,20,0.8999999999999999,0.06756666666666668,91.0,0.8324333333333331
1.0,78,3.0,0.12176666666666666,91.0,2.878233333333333
5.0,10,1.05,0.07276666666666666,91.0,0.9772333333333333
0.0,47,2.52,0.5020833333333333,91.0,2.0179166666666664
4.0,51,0.9599999999999999,0.10976666666666667,92.0,0.8502333333333333
3.0,70,0.9599999999999999,0.6156833333333334,92.0,0.34431666666666655
6.0,23,0.44999999999999996,0.20038333333333333,92.0,0.24961666666666663
6.0,85,0.9599999999999999,0.06901666666666667,92.0,0.8909833333333332
6.0,6,0.15,0.051083333333333335,92.0,0.09891666666666668
4.0,66,0.51,0.05145,93.0,0.45855
4.0,98,0.39,0.04326666666666667,93.0,0.3467333333333334
5.0,3,0.05999999999999999,0.030366666666666667,93.0,0.029633333333333328
4.0,38,0.99,0.05298333333333334,93.0,0.9370166666666666
5.0,22,2.01,0.26688333333333336,94.0,1.7431166666666664
0.0,8,0.44999999999999996,0.09331666666666667,94.0,0.3566833333333333
